date,location,name,organization,type of death,url
"November 12, 2016","Aleppo, Syria",Mohsen Khazaei,Islamic Republic of Iran Broadcasting,Crossfire,https://cpj.org/data/people/mohsen-khazaei/index.php
"December 12, 1995","Dushanbe, Tajikistan",Mohyedin Alempour,BBC,Murder,https://cpj.org/data/people/mohyedin-alempour/index.php
"December 20, 2013","Aleppo, Syria",Molhem Barakat,Freelance,Crossfire,https://cpj.org/data/people/molhem-barakat/index.php
"October 3, 2012","Aleppo, Syria",Mona al-Bakkour,Al-Thawra and Syria al-Qalaa,Dangerous Assignment,https://cpj.org/data/people/mona-al-bakkour/index.php
"July 30, 2001","Jhansi, India",Moolchand Yadav,Freelance,Murder,https://cpj.org/data/people/moolchand-yadav/index.php
"August 22, 2012","Damascus, Syria",Mosaab al-Obdaallah,Tishreen,Murder,https://cpj.org/data/people/mosaab-al-obdaallah/index.php
"August 14, 2013","Cairo, Egypt",Mosaab al-Shami,Rassd News Network,Dangerous Assignment,https://cpj.org/data/people/mosaab-al-shami/index.php
"April 25, 2014","Kafr Zita, Hama province, Syria",Mouaz Alomar (Abu Mehdi Al Hamwi),Freelance,Crossfire,https://cpj.org/data/people/mouaz-alomar-abu-mehdi-al-hamwi/index.php
"September 25, 1994","Algiers, Algeria",Mouloud Barroudi,National Agency of Filmed News,Murder,https://cpj.org/data/people/mouloud-barroudi/index.php
"May 7, 2004","Mahmoudiya, Iraq",Mounir Bouamrane,TVP,Crossfire,https://cpj.org/data/people/mounir-bouamrane/index.php
"May 27, 1995","Baraki, Algeria",Mourad Hmaizi,Algerian State Television,Murder,https://cpj.org/data/people/mourad-hmaizi/index.php
"January 7, 2015","Paris, France",Moustapha Ourrad,Charlie Hebdo,Murder,https://cpj.org/data/people/moustapha-ourrad/index.php
"March 29, 2011","Tikrit, Iraq",Muammar Khadir Abdelwahad,Al-Ayn,Dangerous Assignment,https://cpj.org/data/people/muammar-khadir-abdelwahad/index.php
"August 5, 2016","Al-Ghail, Al-Jawf Province, Yemen",Mubarak al-Abadi,Nabaa Media Foundation,Crossfire,https://cpj.org/data/people/mubarak-al-abadi/index.php
"April 22, 2015","Benghazi, Libya , Libya",Muftah al-Qatrani,Al-Anwar,Murder,https://cpj.org/data/people/muftah-al-qatrani/index.php
"May 26, 2014","Benghazi, Libya",Muftah Bu Zeid,Brnieq,Murder,https://cpj.org/data/people/muftah-bu-zeid/index.php
"November 13, 2006","Mosul, Iraq",Muhammad al-Ban,Al-Sharqiya,Murder,https://cpj.org/data/people/muhammad-al-ban/index.php
"July 31, 2001","Nablus, Israel and the Occupied Palestinian Territory",Muhammad al-Bishawi,"Najah Press Office, IslamOnline",Crossfire,https://cpj.org/data/people/muhammad-al-bishawi/index.php
"February 13, 2010","Beni Qais, Yemen",Muhammad al-Rabou'e,Al-Qahira,Murder,https://cpj.org/data/people/muhammad-al-raboue/index.php
"October 19, 2007","Karachi, Pakistan",Muhammad Arif,ARY Television,Dangerous Assignment,https://cpj.org/data/people/muhammed-arif/index.php
"August 20, 2013","Daraa, Syria",Muhammad Hassan Al-Musalama,Revolutionaries of Daraa Al-Muhata – Tariq Al-Sadd,Crossfire,https://cpj.org/data/people/muhammad-hassan-al-musalama/index.php
"June 11, 1997","Luwu, Sulawesi, Indonesia",Muhammad Sayuti Bochari,Pos Makasar,Murder,https://cpj.org/data/people/muhammad-sayuti-bochari/index.php
"July 27, 2013","Jisr Al-Shaghur, Syria",Muhammed Tariq Jadua,Jisr Al-Shaghur Multimedia Network,Crossfire,https://cpj.org/data/people/muhammed-tariq-jadua/index.php
"September 20, 2007","Mosul, Iraq",Muhannad Ghanem Ahmad al-Obaidi,Dar al-Salam,Murder,https://cpj.org/data/people/muhannad-ghanem-ahmad-al-obaidi/index.php
"March 13, 2006","Baghdad, Iraq",Muhsin Khudhair,Alef Ba,Murder,https://cpj.org/data/people/muhsin-khudhair/index.php
"January 17, 2012","Shabqadar, Pakistan",Mukarram Khan Aatif,Freelance,Murder,https://cpj.org/data/people/mukarram-khan-aatif/index.php
"June 8, 2009","Mogadishu, Somalia",Mukhtar Mohamed Hirabe,Radio Shabelle,Murder,https://cpj.org/data/people/mukhtar-mohamed-hirabe/index.php
"December, 1992","Dushanbe, Tajikistan",Mukhtor Bugdiev,Khovar Information Agency,Murder,https://cpj.org/data/people/mukhtor-bugdiev/index.php
"May 29, 2006","Larkana, Pakistan",Munir Ahmed Sangi,Kawish Television Network,Crossfire,https://cpj.org/data/people/munir-ahmed-sangi/index.php
"January, 1999","Freetown, Sierra Leone",Munir Turay,freelance,Murder,https://cpj.org/data/people/munir-turay/index.php
"March 7, 2006","Baghdad, Iraq",Munsuf Abdallah al-Khaldi,Baghdad TV,Murder,https://cpj.org/data/people/munsuf-abdallah-al-khaldi/index.php
"May 5, 1992","Dushanbe, Tajikistan",Murodullo Sheraliev,Sadoi Mardum,Dangerous Assignment,https://cpj.org/data/people/murodullo-sheraliev/index.php
"July 31, 2018","Sabha, Libya",Musa Abdul Kareem,Fasanea,Murder,https://cpj.org/data/people/musa-abdul-kareem/index.php
"September 20, 1992","Diyarbakir, Turkey",Musa Anter,Ozgur Gundem,Murder,https://cpj.org/data/people/musa-anter/index.php
"February 18, 2009","Swat, Pakistan",Musa Khankhel,Geo TV and The News,Murder,https://cpj.org/data/people/musa-khankhel/index.php
"January 25, 2015","Western Bahr al Ghazal state, South Sudan",Musa Mohamed,Raja FM,Murder,https://cpj.org/data/people/musa-mohamed/index.php
"September 13, 2008","Mosul, Iraq",Musab Mahmood al-Ezawi,Al-Sharqiya,Murder,https://cpj.org/data/people/musab-mahmood-al-ezawi/index.php
"September 10, 1995","Srinagar, India",Mushtaq Ali,Agence France-Presse and Asian News International,Murder,https://cpj.org/data/people/mushtaq-ali/index.php
"October 7, 2012","Khairpur, Pakistan",Mushtaq Khand,Dharti Television Network and Mehran,Dangerous Assignment,https://cpj.org/data/people/mushtaq-khand/index.php
"November 1, 2015","Mogadishu, Somalia",Mustaf Abdi Noor,Freelance,Dangerous Assignment,https://cpj.org/data/people/mustaf-abdi-noor/index.php
"October 14, 1993","Algiers, Algeria",Mustafa Abada,Algerian State Television,Murder,https://cpj.org/data/people/mustafa-abada/index.php
October 2015 - June 2016,"Deir al-Zour, Syria",Mustafa Abdul Hassa,Shaam News Network,Murder,https://cpj.org/data/people/mustafa-abdul-hassa/index.php
"July 16, 2007","Kirkuk, Iraq",Mustafa Gaimayani,Kirkuk al-Yawm and Hawal,Murder,https://cpj.org/data/people/mustafa-gaimayani/index.php
"January 15, 1992","East Beirut, Lebanon",Mustafa Jeha,Al-Amal,Murder,https://cpj.org/data/people/mustafa-jeha/index.php
"August 14, 2016","Mosul, Iraq",Mustafa Said,Kurdistan TV,Crossfire,https://cpj.org/data/people/mustafa-said/index.php
"July 16, 2018","Mashara, Syria",Mustafa Salamah,Sama TV,Crossfire,https://cpj.org/data/people/mustafa-salamah/index.php
"March 10, 2014","Hilla, Babil province, Iraq",Muthanna Abdel Hussein,Al-Iraqiya,Dangerous Assignment,https://cpj.org/data/people/muthanna-abdel-hussein/index.php
"November 26, 2014","Andhra Pradesh, India",MVN Shankar,Andhra Prabha,Murder,https://cpj.org/data/people/mvn-shankar/index.php
"January 10, 1999","Freetown, Sierra Leone",Myles Tierney,Associated Press Television News,Crossfire,https://cpj.org/data/people/myles-tierney/index.php
"October 19, 2000","Jaffna, Sri Lanka",Mylvaganam Nimalarajan,"BBC, Virakesari, Ravaya",Murder,https://cpj.org/data/people/mylvaganam-nimalarajan/index.php
"December 4, 2006","Baghdad, Iraq",Nabil Ibrahim al-Dulaimi,Radio Dijla,Murder,https://cpj.org/data/people/nabil-ibrahim-al-dulaimi/index.php
"February 1, 1995","Sidi Moussa, Algeria",Nacer Ouari,Algerian State Television,Murder,https://cpj.org/data/people/nacer-ouari/index.php
"March 30, 1996","Gehki, Russia",Nadezhda Chaikova,Obshchaya Gazeta,Murder,https://cpj.org/data/people/nadezhda-chaikova/index.php
"March 18, 2004","Baqouba, Iraq",Nadia Nasrat,Iraq Media Network/Diyala TV,Murder,https://cpj.org/data/people/nadia-nasrat/index.php
"April 21, 2001","Khulna, Bangladesh",Nahar Ali,Anirban,Murder,https://cpj.org/data/people/nahar-ali/index.php
"March 14, 2010","Tocoa, Honduras",Nahúm Palacios Arteaga,TV Channel 5,Murder,https://cpj.org/data/people/nahum-palacios-arteaga/index.php
"August 2, 1995","Saoula, Algeria",Naïma Hammouda,Révolution Africaine,Murder,https://cpj.org/data/people/naima-hammouda/index.php
"November 4, 2016","Lashkar Gah, Helmand Province, Afghanistan",Naimatullah Zaheer,Ariana News,Crossfire,https://cpj.org/data/people/naimatullah-zaheer/index.php
"July 25, 1997","Pantai Penibungan, Indonesia",Naimullah,Sinar Pagi,Murder,https://cpj.org/data/people/naimullah/index.php
"May 15, 2005","Latifiyah, Iraq",Najem Abed Khudair,Al-Mada,Murder,https://cpj.org/data/people/najem-abed-khudair/index.php
"December 4, 2012","Damascus, Syria",Naji Asaad,Tishreen,Crossfire,https://cpj.org/data/people/naji-asaad/index.php
"December 27, 2015","Gaziantep, Turkey",Naji Jerf,"Hentah, Raqqa is Being Slaughtered Silently",Murder,https://cpj.org/data/people/naji-jerf/index.php
"November 20, 1992","Diyarbakir, Turkey",Namik Taranci,Gercek,Murder,https://cpj.org/data/people/namik-taranci/index.php
"July 12, 2007","Baghdad, Iraq",Namir Noor-Eldeen,Reuters,Crossfire,https://cpj.org/data/people/namir-noor-eldeen/index.php
"November 23, 2009","Ampatuan, Philippines",Napoleon Salaysay,Mindanao Gazette,Murder,https://cpj.org/data/people/napoleon-salaysay/index.php
"October 29, 2006","Baghdad, Iraq",Naqshin Hamma Rashid,Atyaf,Murder,https://cpj.org/data/people/naqshin-hamma-rashid/index.php
"August 20, 2013","Pune, India",Narendra Dabholkar,Sadhana,Murder,https://cpj.org/data/people/narendra-dabholkar-1/index.php
"May 10, 2011","Peshawar, Pakistan",Nasrullah Khan Afridi,Pakistan Television and Mashriq,Murder,https://cpj.org/data/people/nasrullah-khan-afridi/index.php
"November 30, 1994","Boufarik, Algeria",Nasseredine Lekhal,El-Massa,Murder,https://cpj.org/data/people/nasseredine-lekhal/index.php
"June 7, 2008","Kismayo, Somalia",Nasteh Dahir Farah,freelance,Murder,https://cpj.org/data/people/nasteh-dahir-farah/index.php
"June 17, 1995","Budyonnovsk, Russia",Natalya Alyakina,Focus and RUFA,Crossfire,https://cpj.org/data/people/natalya-alyakina/index.php
"July 15, 2009","between Grozny and Gazi-Yurt , Russia",Natalya Estemirova,"Novaya Gazeta, Kavkazsky Uzel",Murder,https://cpj.org/data/people/natalya-estemirova/index.php
"March 9, 2002","Rostov-on-Don, Russia",Natalya Skryl,Nashe Vremya,Murder,https://cpj.org/data/people/natalya-skryl/index.php
"April 24, 2010","Jos, Plateau State, Nigeria",Nathan S. Dabak,The Light Bearer,Murder,https://cpj.org/data/people/nathan-s-dabak/index.php
"June 1, 2002","Kalikot, Nepal",Nava Raj Sharma,Kadam,Murder,https://cpj.org/data/people/nava-raj-sharma/index.php
"March 25, 2018","Arrah, India",Navin Nischal,Dainik Bhaskar,Murder,https://cpj.org/data/people/navin-nischal/index.php
"December 15, 2013","Mosul, Iraq",Nawras al-Nuaimi,Al-Mosuliya TV,Murder,https://cpj.org/data/people/nawras-al-nuaimi/index.php
"May 30, 2007","Al-Amarah, Iraq",Nazar Abdulwahid al-Radhi,Aswat al-Iraq and Radio Free Iraq,Murder,https://cpj.org/data/people/nazar-abdulwahid-al-radhi/index.php
"April 19, 2003","Nablus, Israel and the Occupied Palestinian Territory",Nazih Darwazeh,APTN,Crossfire,https://cpj.org/data/people/nazih-darwazeh/index.php
"March 12, 1994","near Urfa, Turkey",Nazim Babaoglu,Ozgur Gundem,Unknown,https://cpj.org/data/people/nazim-babaoglu/index.php
"April 16, 1998","Pitalito, Colombia",Nelson Carvajal Carvajal,Radio Sur,Murder,https://cpj.org/data/people/nelson-carvajal-carvajal/index.php
"June 30, 2003","Limoeiro do Norte, Brazil",Nicanor Linhares Batista,Rádio Vale do Jaguaribe,Murder,https://cpj.org/data/people/nicanor-linhares-batista/index.php
"April 19, 2017","St. Petersburg, Russia",Nikolai Andrushchenko,Novy Peterburg,Murder,https://cpj.org/data/people/nikolai-andrushchenko/index.php
"August 7, 2015","Dhaka, Bangladesh",Niloy Neel,Freelance,Murder,https://cpj.org/data/people/niloy-neel/index.php
"March 11, 2014","Kabul, Afghanistan",Nils Horner,Sveriges Radio,Dangerous Assignment,https://cpj.org/data/people/nils-horner/index.php
"May 9, 1996","Grozny, Russia",Nina Yefimova,Vozrozhdeniye,Murder,https://cpj.org/data/people/nina-yefimova/index.php
September 2016,"Unknown, Syria",Niraz Saeed,Freelance,Unknown,https://cpj.org/data/people/niraz-saeed/index.php
"November 23, 2009","Ampatuan, Philippines",Noel Decina,Periodico Ini,Murder,https://cpj.org/data/people/noel-decina/index.php
March 2011,"Veracruz, Mexico",Noel López Olguín,Freelance,Murder,https://cpj.org/data/people/noel-lopez-olguin/index.php
"August 19, 2003","Santa Cruz, Laguna Province, Philippines",Noel Villarante,DZJV Radio and Laguna Score,Murder,https://cpj.org/data/people/noel-villarante/index.php
"June 2, 2007","Bajaur, Pakistan",Noor Hakim Khan,Daily Pakistan,Dangerous Assignment,https://cpj.org/data/people/noor-hakim-khan/index.php
"September 2, 2011","Mogadishu, Somalia",Noramfaizul Mohd,Bernama TV,Dangerous Assignment,https://cpj.org/data/people/noramfaizul-mohd/index.php
"December 13, 1998","Ouagadougou, Burkina Faso",Norbert Zongo,L'indepéndent,Murder,https://cpj.org/data/people/norbert-zongo/index.php
"September 23, 2009","Nuevo Casas Grandes, Mexico",Norberto Miranda Madrid,Radio Visión,Murder,https://cpj.org/data/people/norberto-miranda-madrid/index.php
"October 18, 1996","Girardot, Colombia",Norvey Díaz,Radio Colina,Murder,https://cpj.org/data/people/norvey-diaz/index.php
"October 12, 2006","Baghdad, Iraq",Noufel al-Shimari,Al-Shaabiya,Murder,https://cpj.org/data/people/noufel-al-shimari/index.php
"September 29, 2013","Al-Bahariyah, Syria",Nour al-Din Al-Hafiri,Freelance,Crossfire,https://cpj.org/data/people/nour-al-din-al-hafiri/index.php
"March 8, 2015","Damascus, Syria",Noureddine Hashim,Al Etihad Press,Crossfire,https://cpj.org/data/people/noureddine-hashim/index.php
"August 17, 2009","Baku, Azerbaijan",Novruzali Mamedov,Talyshi Sado,Dangerous Assignment,https://cpj.org/data/people/novruzali-mamedov/index.php
"April 30, 2018","Kabul, Afghanistan",Nowroz Ali Rajabi,1TV,Murder,https://cpj.org/data/people/nowroz-ali-rajabi/index.php
"September 6, 1994","Phnom Penh, Cambodia",Nun Chan,Samleng Yuvachun Khmer,Murder,https://cpj.org/data/people/nun-chan/index.php
"May 26, 2009","Beledweyn, Somalia",Nur Muse Hussein,Radio IQK,Crossfire,https://cpj.org/data/people/nur-muse-hussein/index.php
"September 26, 2015","Taftanaz, Idlib province, Syria",Obada Ghazal,SMART News Agency,Crossfire,https://cpj.org/data/people/obada-ghazal/index.php
"April 11, 1994","Kigali, Rwanda",Obed Bazimaziki,Le Flambeau,Murder,https://cpj.org/data/people/obed-bazimaziki/index.php
"March 21, 2018","Ein Tirma, Syria",Obeida abu Omar,Damaski Media Agency,Crossfire,https://cpj.org/data/people/obeida-abu-omar/index.php
"August 11, 2014","Oaxaca, Mexico",Octavio Rojas Hernández,El Buen Tono,Murder,https://cpj.org/data/people/octavio-rojas-hernandez/index.php
September 2006,"Ashgabat, Turkmenistan",Ogulsapar Muradova,Radio Free Europe/Radio Liberty,Murder,https://cpj.org/data/people/ogulsapar-muradova/index.php
"September 2, 1998","Enugu, Nigeria",Okezie Amaruben,Newsservice,Murder,https://cpj.org/data/people/okezie-amaruben/index.php
"May 7, 1992","Dushanbe, Tajikistan",Olim Zarobekov,Tajikistan Radio,Dangerous Assignment,https://cpj.org/data/people/olim-zarobekov/index.php
June or July 1993,"Unknown, Tajikistan",Olimjon Yorasonov,Unknown,Murder,https://cpj.org/data/people/olimjon-yorasonov/index.php
"November 17, 2000","Pagadian City, Philippines",Olimpio Jalapit Jr.,DXPR Radio,Murder,https://cpj.org/data/people/olimpio-jalapit-jr/index.php
"February 1, 1994","Algiers, Algeria",Olivier Quemener,Freelancer,Murder,https://cpj.org/data/people/olivier-quemener/index.php
"February 24, 2013","Idlib province, Syria",Olivier Voisin,Freelance,Crossfire,https://cpj.org/data/people/olivier-voisin/index.php
"March 8, 2014","Deir Al-Zour, Syria",Omar Abdul Qader,Al-Mayadeen,Crossfire,https://cpj.org/data/people/omar-abdul-qader/index.php
"September 16, 2018","Al-Maraweah District, Yemen",Omar Ezzi Mohammad,Al-Maraweah Radio Broadcasting Center,Crossfire,https://cpj.org/data/people/omar-ezzi-mohammad/index.php
"October 3, 1995","Algiers, Algeria",Omar Ouartilan,El-Khabar,Murder,https://cpj.org/data/people/omar-ouartilan/index.php
"December 12, 2010","Ramadi, Iraq",Omar Rasim al-Qaysi,Al-Anbar TV,Crossfire,https://cpj.org/data/people/omar-rasim-al-qaysi/index.php
"March 18, 2009","Tehran, Iran",Omidreza Mirsayafi,Rooznegar,Dangerous Assignment,https://cpj.org/data/people/omidreza-mirsayafi-1/index.php
"January 16, 2009"," Valencia, Venezuela",Orel Sambrano,ABC de la Semana and Radio América,Murder,https://cpj.org/data/people/orel-sambrano/index.php
"October 21, 2009","Kirkuk, Iraq",Orhan Hijran,Al-Rasheed,Crossfire,https://cpj.org/data/people/orhan-hijran/index.php
"July 30, 2018","Kémo, Central African Republic",Orkhan Dzhemal,The Investigations Management Centre (TsUR),Dangerous Assignment,https://cpj.org/data/people/orkhan-dzhemal/index.php
"February 1, 2002","Manizales, Colombia",Orlando Sierra Hernández,La Patria,Murder,https://cpj.org/data/people/orlando-sierra-hernandez/index.php
"June 5, 2016","Aleppo, Syria",Osama Jumaa,Images Live,Crossfire,https://cpj.org/data/people/osama-jumaa/index.php
"August 21, 2017","Daraa, Syria",Osama Nasr al-Zoabi,Syrian Media Organization (SMO),Crossfire,https://cpj.org/data/people/osama-nasr-al-zoabi/index.php
"February 22, 1998","Bogotá, Colombia",Oscar García Calderón,El Espectador,Murder,https://cpj.org/data/people/oscar-garcia-calderon/index.php
"April 6, 2007","Baghdad, Iraq",Othman al-Mashhadani,Al-Watan,Murder,https://cpj.org/data/people/othman-al-mashhadani/index.php
"November 19, 1997","Hyderabad, India",P. Srinivas Rao,Eenadu Television (E-TV),Dangerous Assignment,https://cpj.org/data/people/p-srinivas-rao/index.php
"December 4, 1999","Gigante, Colombia",Pablo Emilio Medina Motta,TV Garzón,Crossfire,https://cpj.org/data/people/pablo-emilio-medina-motta/index.php
"October 16, 2014","Curuguaty, Paraguay",Pablo Medina Velázquez,ABC Color,Murder,https://cpj.org/data/people/pablo-medina-velazquez/index.php
"May 17, 1996","Assam, India",Parag Kumar Das,Asomiya Pratidin,Murder,https://cpj.org/data/people/parag-kumar-das/index.php
"May 28, 2008","Jaffna, Sri Lanka",Paranirupasingham Devakumar,News 1st,Murder,https://cpj.org/data/people/paranirupasingham-devakumar/index.php
"July 7, 2001","San José, Costa Rica",Parmenio Medina Pérez,"""La Patada""",Murder,https://cpj.org/data/people/parmenio-medina-perez/index.php
"January 31, 2003","Srinagar, India",Parvaz Mohammed Sultan,News and Feature Alliance,Murder,https://cpj.org/data/people/parvaz-mohammed-sultan/index.php
"May 29, 2006","Baghdad, Iraq",Paul Douglas,CBS,Crossfire,https://cpj.org/data/people/paul-douglas/index.php
